UniProt Accession	Ensembl Gene ID	Gene Symbol	
Q96JM2	ENSG00000148143	ZNF462	
P05112	ENSG00000113520	IL4	
Q6JBY9	ENSG00000198771	RCSD1	
Q5T7P3	ENSG00000196734	LCE1B	
Q99865	ENSG00000147059	SPIN2A	
Q5MIZ7	ENSG00000275052	PPP4R3B	
Q96HT8	ENSG00000178988	MRFAP1L1	
Q8N300	ENSG00000177868	SVBP	
Q6MZW2	ENSG00000053108	FSTL4	
Q13522	ENSG00000135447	PPP1R1A	
Q5SY13	ENSG00000204011	COL5A1-AS1	
P12694	ENSG00000248098	BCKDHA	
Q8IUD6	ENSG00000181481	RNF135	
O95922	ENSG00000100271	TTLL1	
P00533	ENSG00000146648	EGFR	
P19397	ENSG00000143119	CD53	
Q9UQP3	ENSG00000120332	TNN	
A8MWY0	ENSG00000164659	KIAA1324L	
Q9H3W5	ENSG00000173114	LRRN3	
P49753	ENSG00000119673	ACOT2	
Q9NQQ7	ENSG00000080189	SLC35C2	
Q14974	ENSG00000108424	KPNB1	
P04062	ENSG00000177628; ENSG00000262446	GBA	
A8MV81	ENSG00000214511	HIGD1C	
O14618	ENSG00000173992	CCS	
Q8IY85	ENSG00000178852	EFCAB13	
O95677	ENSG00000112319	EYA4	
Q8NG92	ENSG00000171054	OR13H1	
P61952	ENSG00000127920	GNG11	
O95563	ENSG00000143158	MPC2	
Q8NBL3	ENSG00000152154	TMEM178A	
Q96RQ3	ENSG00000078070	MCCC1	
P01762	-	IGHV3-11	
Q9UBC0	ENSG00000169856	ONECUT1	
Q6W2J9	ENSG00000183337	BCOR	
Q8IYB3	ENSG00000133226	SRRM1	
P35247	ENSG00000133661	SFTPD	
Q9UBP6	ENSG00000037897	METTL1	
Q07507	ENSG00000143196	DPT	
Q9UBQ7	ENSG00000137106	GRHPR	
Q01726	ENSG00000258839	MC1R	
Q8WV37	ENSG00000198464	ZNF480	
P02655	ENSG00000234906	APOC2	
Q8IYN0	ENSG00000274746; ENSG00000197020	ZNF100	
Q6UWZ7	ENSG00000163322	ABRAXAS1	
Q8IZC6	ENSG00000196739	COL27A1	
Q9BUT9	ENSG00000172366	MCRIP2	
Q6ZSG2	ENSG00000188916	INSYN2	
P62310	ENSG00000170860	LSM3	
Q96DR8	ENSG00000172551	MUCL1	
Q9H8Y8	ENSG00000115806	GORASP2	
Q9BY15	ENSG00000131355	ADGRE3	
Q8N6W0	ENSG00000161082	CELF5	
Q86SQ7	ENSG00000054282; ENSG00000276111	SDCCAG8	
Q9NQX0	ENSG00000061455	PRDM6	
Q9NYW0	ENSG00000121318; ENSG00000277238; ENSG00000272805	TAS2R10	
O96013	ENSG00000130669	PAK4	
A1L4K1	ENSG00000186628	FSD2	
Q6UXT9	ENSG00000168792	ABHD15	
Q8IW19	ENSG00000169621	APLF	
P0DMQ9	ENSG00000274443	C8orf89	
A0A0B4J271	-	TRAV12-3	
Q8IYL9	ENSG00000140030	GPR65	
P20839	ENSG00000106348	IMPDH1	
P62166	ENSG00000107130	NCS1	
C9JCN9	ENSG00000226742	HSBP1L1	
Q9NY91	ENSG00000100191	SLC5A4	
Q9UMW8	ENSG00000184979	USP18	
A6NJJ6	ENSG00000188032	C19orf67	
Q5U651	ENSG00000105538	RASIP1	
Q4G0F5	ENSG00000151502	VPS26B	
P27987	ENSG00000143772	ITPKB	
O43708	ENSG00000100577	GSTZ1	
O00522	ENSG00000001631	KRIT1	
Q8NEA9	ENSG00000244234	GMCL2	
P01344	ENSG00000284779; ENSG00000167244	IGF2	
Q8IU54	ENSG00000182393	IFNL1	
Q6ZMN7	ENSG00000165966	PDZRN4	
P0CJ74	ENSG00000256892	MTRNR2L7	
Q96DT7	ENSG00000205189	ZBTB10	
O43318	ENSG00000135341	MAP3K7	
Q96SB8	ENSG00000163029	SMC6	
Q9H0M4	ENSG00000078487	ZCWPW1	
Q8TAM2	ENSG00000165533	TTC8	
Q9P2D8	ENSG00000276416; ENSG00000133958	UNC79	
Q8WVF5	ENSG00000180332	KCTD4	
Q16630	ENSG00000111605	CPSF6	
Q8IZW8	ENSG00000131746	TNS4	
P12524	ENSG00000116990	MYCL	
Q9NXH9	ENSG00000104907	TRMT1	
P06731	ENSG00000105388	CEACAM5	
Q9Y5L3	ENSG00000054179	ENTPD2	
Q147U1	ENSG00000196605	ZNF846	
Q9H6B1	ENSG00000151789	ZNF385D	
Q8NEC5	ENSG00000175294	CATSPER1	
Q9UN75	ENSG00000251664	PCDHA12	
Q8NI32	ENSG00000150556	LYPD6B	
Q9UBX1	ENSG00000174080	CTSF	
Q9BUE0	ENSG00000284944; ENSG00000130772	MED18	
Q5XLA6	ENSG00000255221	CARD17	
P31323	ENSG00000005249; ENSG00000284096	PRKAR2B	
Q5VVW2	ENSG00000136895	GARNL3	
P52569	ENSG00000003989	SLC7A2	
P14618	ENSG00000067225	PKM	
Q6P2I7	ENSG00000255423	EBLN2	
P22090	ENSG00000129824	RPS4Y1	
Q9Y5V0	ENSG00000120963	ZNF706	
Q8WVZ1	ENSG00000163958	ZDHHC19	
P62955	ENSG00000105605	CACNG7	
Q6K0P9	ENSG00000163564	PYHIN1	
Q9Y4C5	ENSG00000175040	CHST2	
Q9H3R0	ENSG00000107077	KDM4C	
Q8N616	ENSG00000179219	LINC00311	
A6NFQ2	ENSG00000170379; ENSG00000285017	TCAF2	
O00625	ENSG00000087842	PIR	
P04920	ENSG00000164889	SLC4A2	
P28358	ENSG00000128710	HOXD10	
Q8N370	ENSG00000167703; ENSG00000278550	SLC43A2	
A0A1B0GU29	ENSG00000262543	SMIM28	
Q969E1	ENSG00000164406	LEAP2	
Q96KG9	ENSG00000142186	SCYL1	
Q8IUB3	ENSG00000182931	WFDC10B	
P0DJJ0	ENSG00000171943	SRGAP2C	
P20396	ENSG00000170893	TRH	
P0DMM9	ENSG00000213648; ENSG00000261052	SULT1A3	
Q5VXU1	ENSG00000188580	NKAIN2	
A6NIH7	ENSG00000175970	UNC119B	
Q92782	ENSG00000011332	DPF1	
P02008	ENSG00000130656	HBZ	
P13598	ENSG00000108622	ICAM2	
Q5SRI9	ENSG00000172469	MANEA	
Q9H0J4	ENSG00000129646	QRICH2	
P42680	ENSG00000135605	TEC	
Q92570	ENSG00000119508	NR4A3	
Q8NGI8	ENSG00000176495	OR5AN1	
Q96L46	ENSG00000256812	CAPNS2	
Q9HC24	ENSG00000155957	TMBIM4	
Q92802	ENSG00000244754	N4BP2L2	
Q13733	ENSG00000132681	ATP1A4	
P30084	ENSG00000127884	ECHS1	
Q9BPZ3	ENSG00000120727	PAIP2	
A0A2R8YFL7	-	OOSP4A	
Q9NYZ3	ENSG00000075218	GTSE1	
Q6ZUI0	ENSG00000188001	TPRG1	
Q7Z309	ENSG00000156504	FAM122B	
P00167	ENSG00000166347	CYB5A	
P20908	ENSG00000130635	COL5A1	
Q5T5P2	ENSG00000120549	KIAA1217	
Q8N8E3	ENSG00000154240	CEP112	
Q02487	ENSG00000134755	DSC2	
Q14574	ENSG00000134762	DSC3	
Q8IUX8	ENSG00000198759	EGFL6	
Q16773	ENSG00000286112; ENSG00000171097	KYAT1	
Q14137	ENSG00000261236; ENSG00000285301	BOP1	
Q8N1G0	ENSG00000143373	ZNF687	
Q8N2E6	ENSG00000160404	TOR2A	
P59044	ENSG00000174885	NLRP6	
Q5XUX1	ENSG00000132004	FBXW9	
Q9H3R1	ENSG00000138653	NDST4	
Q13304	ENSG00000144230	GPR17	
Q76MJ5	ENSG00000134398	ERN2	
Q8TF64	ENSG00000179855	GIPC3	
P80370	ENSG00000185559	DLK1	
Q9H4X1	ENSG00000102760	RGCC	
P56470	ENSG00000171747; ENSG00000282992	LGALS4	
P37198	ENSG00000213024	NUP62	
Q15303	ENSG00000178568	ERBB4	
Q6PI26	ENSG00000144736	SHQ1	
Q96DR7	ENSG00000114790; ENSG00000277101	ARHGEF26	
Q7Z2K8	ENSG00000169258	GPRIN1	
O43451	ENSG00000282607; ENSG00000257335	MGAM	
Q8IWI9	ENSG00000174197	MGA	
Q16348	ENSG00000163406	SLC15A2	
Q8NGV5	ENSG00000179055	OR13D1	
Q4LDE5	ENSG00000165124	SVEP1	
Q9H3L0	ENSG00000168288	MMADHC	
Q6PRD7	ENSG00000205923	CEMP1	
Q92843	ENSG00000129473	BCL2L2	
P22695	ENSG00000140740; ENSG00000284493	UQCRC2	
Q9C0J1	ENSG00000176383	B3GNT4	
Q5TBC7	ENSG00000188761	BCL2L15	
Q9H172	ENSG00000172350	ABCG4	
P57059	ENSG00000142178; ENSG00000275993	SIK1	
Q9Y3B4	ENSG00000115128	SF3B6	
Q96A65	ENSG00000131558	EXOC4	
O14609	ENSG00000250868	XKRY	
Q92748	ENSG00000151365	THRSP	
Q5VZ66	ENSG00000188385	JAKMIP3	
P0C7X2	ENSG00000229809	ZNF688	
Q9UGM3	ENSG00000187908	DMBT1	
A4GXA9	ENSG00000197774	EME2	
P10645	ENSG00000276781; ENSG00000100604	CHGA	
Q15131	ENSG00000185324	CDK10	
Q13287	ENSG00000123609	NMI	
Q6ZMV9	ENSG00000164627	KIF6	
P51460	ENSG00000248099	INSL3	
P59910	ENSG00000187726	DNAJB13	
P0C8F1	ENSG00000237353	PATE4	
A6NF89	ENSG00000188324	OR6C6	
Q8TC27	ENSG00000275594; ENSG00000197140	ADAM32	
Q96HG1	ENSG00000184785	SMIM10	
P0C7V9	-	METTL15P1	
P51690	ENSG00000157399	ARSE	
P55347	ENSG00000160199	PKNOX1	
P59282	ENSG00000179636	TPPP2	
Q15370	ENSG00000103363	ELOB	
Q5TZA2	ENSG00000058453	CROCC	
Q99608	ENSG00000182636	NDN	
Q16566	ENSG00000152495	CAMK4	
O00458	ENSG00000006652	IFRD1	
Q86W24	ENSG00000158077	NLRP14	
P78413	ENSG00000113430	IRX4	
Q9H9S4	ENSG00000102547	CAB39L	
O00462	ENSG00000109323	MANBA	
Q16836	ENSG00000138796	HADH	
Q7Z4I7	ENSG00000072163	LIMS2	
P51671	ENSG00000172156	CCL11	
P61006	ENSG00000167461	RAB8A	
Q5T890	ENSG00000182150	ERCC6L2	
O95793	ENSG00000124214	STAU1	
Q16553	ENSG00000160932; ENSG00000278032	LY6E	
Q5VWM4	ENSG00000283387; ENSG00000278021; ENSG00000182330; ENSG00000282583	PRAMEF8	
P30038	ENSG00000159423	ALDH4A1	
A8MUP6	ENSG00000214978	GSG1L2	
Q8WXI7	ENSG00000181143	MUC16	
Q16674	ENSG00000261857	MIA	
Q6A1A2	ENSG00000140992	PDPK2P	
O76076	ENSG00000064205	WISP2	
Q9NPP4	ENSG00000091106	NLRC4	
P0C7N4	ENSG00000278558	TMEM191B	
Q9Y426	ENSG00000157617	C2CD2	
Q8WVP7	ENSG00000105983	LMBR1	
Q6ZVX9	ENSG00000188582	PAQR9	
Q9UKX5	ENSG00000137809	ITGA11	
Q9Y484	ENSG00000196998	WDR45	
Q9H0H3	ENSG00000183655	KLHL25	
Q9BUX1	ENSG00000128965	CHAC1	
P63172	ENSG00000146425	DYNLT1	
Q8N149	ENSG00000275290; ENSG00000278634; ENSG00000274000; ENSG00000239998	LILRA2	
Q86YR6	ENSG00000277630; ENSG00000166351	POTED	
P50552	ENSG00000125753	VASP	
P57058	ENSG00000142149	HUNK	
Q96DE9	ENSG00000197021	CXorf40B	
P40933	ENSG00000164136	IL15	
Q9Y646	ENSG00000104324	CPQ	
Q969Q1	ENSG00000158022	TRIM63	
Q8IVF2	ENSG00000185567	AHNAK2	
O14682	ENSG00000171617	ENC1	
P40394	ENSG00000196344	ADH7	
Q08345	ENSG00000215522; ENSG00000229767; ENSG00000234078; ENSG00000137332; ENSG00000204580; ENSG00000223680; ENSG00000230456	DDR1	
Q5W041	ENSG00000165309	ARMC3	
P98182	ENSG00000010539	ZNF200	
P35070	ENSG00000174808	BTC	
Q6XYB7	ENSG00000179528	LBX2	
Q8IUQ4	ENSG00000196470	SIAH1	
Q02040	ENSG00000197976	AKAP17A	
Q9BX40	ENSG00000149657	LSM14B	
Q15366	ENSG00000197111	PCBP2	
P53677	ENSG00000070718	AP3M2	
Q8NET6	ENSG00000180767	CHST13	
Q6UXZ0	ENSG00000182271	TMIGD1	
Q9P1G2	ENSG00000279331	RBM12B-AS1	
Q6UW60	ENSG00000115257	PCSK4	
Q8NH02	ENSG00000182783	OR2T29	
Q6NW34	ENSG00000163608	NEPRO	
Q7L5Y6	ENSG00000140543	DET1	
Q9C0B2	ENSG00000142609	CFAP74	
Q8TEM1	ENSG00000132182	NUP210	
Q9H6Z4	ENSG00000031823	RANBP3	
Q9NTN3	ENSG00000116704	SLC35D1	
Q6PCB6	ENSG00000136379	ABHD17C	
Q8N3F0	ENSG00000180354	MTURN	
Q96C23	ENSG00000143891	GALM	
Q5SZI1	ENSG00000187942	LDLRAD2	
P07864	ENSG00000166796	LDHC	
Q9BRL7	ENSG00000093183	SEC22C	
Q9BUF5	ENSG00000176014	TUBB6	
P47881	ENSG00000180090	OR3A1	
Q7Z6J9	ENSG00000182173	TSEN54	
Q6P2H8	ENSG00000126106	TMEM53	
Q8N4B5	ENSG00000176381	PRR18	
Q8WUA2	ENSG00000131013	PPIL4	
O95201	ENSG00000122386	ZNF205	
P20290	ENSG00000145741	BTF3	
P78410	ENSG00000186470	BTN3A2	
Q8N7L0	ENSG00000179813	FAM216B	
Q9UFW8	ENSG00000163320	CGGBP1	
Q9NRC1	ENSG00000004866	ST7	
Q9Y561	ENSG00000147650	LRP12	
P62324	ENSG00000133639	BTG1	
O95294	ENSG00000111344	RASAL1	
Q5T5B0	ENSG00000185966	LCE3E	
Q5QGZ9	ENSG00000172322	CLEC12A	
Q8TDT2	ENSG00000175514	GPR152	
O43361	ENSG00000186230	ZNF749	
Q8TDW0	ENSG00000171488	LRRC8C	
Q6ZU80	ENSG00000100629	CEP128	
P12643	ENSG00000125845	BMP2	
Q6UXT8	ENSG00000196711	ALKAL1	
O43182	ENSG00000047648	ARHGAP6	
Q8NAN2	ENSG00000180488	MIGA1	
O75888	ENSG00000161955	TNFSF13	
P0CJ85	-	DUX4L2	
A8MWK0	-	FADS2P1	
Q8WW22	ENSG00000140403	DNAJA4	
Q5TA50	ENSG00000224051	CPTP	
P04792	ENSG00000106211	HSPB1	
O14593	ENSG00000064490	RFXANK	
Q2TBC4	ENSG00000278224	PRICKLE4	
Q9H6Q4	ENSG00000103245	CIAO3	
A0A0U1RRI6	ENSG00000224109	CENPVL3	
P14652	ENSG00000173917	HOXB2	
Q8TEB7	ENSG00000133135	RNF128	
O94910	ENSG00000072071	ADGRL1	
Q92734	ENSG00000114354	TFG	
Q9NV96	ENSG00000112697	TMEM30A	
P09603	ENSG00000184371	CSF1	
Q16849	ENSG00000054356	PTPRN	
P41732	ENSG00000156298	TSPAN7	
Q8IV33	ENSG00000185261	KIAA0825	
F8WFD2	ENSG00000224712; ENSG00000278308	NPIPA3	
P29017	ENSG00000158481	CD1C	
Q86WV6	ENSG00000184584	TMEM173	
Q9BTX1	ENSG00000058804	NDC1	
O75800	ENSG00000004838	ZMYND10	
Q9UBG3	ENSG00000143536	CRNN	
Q9NZM4	ENSG00000063169	BICRA	
O60318	ENSG00000160294	MCM3AP	
A0A0A0MRZ7	-	IGKV2D-26	
Q93096	ENSG00000112245	PTP4A1	
Q8NGF7	ENSG00000197786	OR5B17	
Q6ZUM4	ENSG00000276836; ENSG00000276907; ENSG00000159314	ARHGAP27	
P36402	ENSG00000081059	TCF7	
Q7Z4V0	ENSG00000183621	ZNF438	
O95149	ENSG00000169371	SNUPN	
Q12788	ENSG00000183751	TBL3	
Q9HCZ1	ENSG00000198185	ZNF334	
O75038	ENSG00000149527; ENSG00000276429	PLCH2	
Q01113	ENSG00000124334	IL9R	
A6NP11	ENSG00000182111	ZNF716	
Q96BF3	ENSG00000167664	TMIGD2	
P32121	ENSG00000141480	ARRB2	
P0C7A2	ENSG00000182230	FAM153B	
P20711	ENSG00000132437	DDC	
Q9BXS0	ENSG00000188517	COL25A1	
Q96H15	ENSG00000145850	TIMD4	
A3KMH1	ENSG00000102763	VWA8	
P0DQD5	-	-	
Q9NRD0	ENSG00000164117	FBXO8	
Q32P51	ENSG00000139675	HNRNPA1L2	
Q96R72	ENSG00000176290	OR4K3	
Q9UBK5	ENSG00000126264	HCST	
P68402	ENSG00000168092	PAFAH1B2	
Q15772	ENSG00000072195	SPEG	
Q9Y320	ENSG00000213593	TMX2	
P37288	ENSG00000166148	AVPR1A	
P51798	ENSG00000103249	CLCN7	
Q92851	ENSG00000003400	CASP10	
P08F94	ENSG00000170927	PKHD1	
Q9UKT6	-	FBXL21P	
P02746	ENSG00000173369	C1QB	
P31321	ENSG00000188191	PRKAR1B	
Q9HCP0	ENSG00000169118	CSNK1G1	
Q9H3S4	ENSG00000285075; ENSG00000196511	TPK1	
Q9BRR8	ENSG00000076650	GPATCH1	
Q9BY32	ENSG00000125877	ITPA	
Q9Y223	ENSG00000159921	GNE	
Q9UJZ1	ENSG00000165283	STOML2	
Q8IVL6	ENSG00000110811	P3H3	
P35658	ENSG00000126883	NUP214	
Q9ULD8	ENSG00000135519	KCNH3	
Q5JPH6	ENSG00000103356	EARS2	
P51861	ENSG00000184258	CDR1	
O60844	ENSG00000174992	ZG16	
Q5TA78	ENSG00000187170	LCE4A	
Q9Y365	ENSG00000214530	STARD10	
O95180	ENSG00000196557	CACNA1H	
Q8WVI7	ENSG00000150722	PPP1R1C	
Q2M389	ENSG00000136051	WASHC4	
A0PJK1	ENSG00000154025	SLC5A10	
Q9C0D7	ENSG00000149289	ZC3H12C	
Q8N6D2	ENSG00000180537	RNF182	
P06732	ENSG00000104879	CKM	
Q6NSI1	-	ANKRD26P1	
Q6ZWJ8	ENSG00000135253	KCP	
Q7Z6J6	ENSG00000171877	FRMD5	
Q9UI46	ENSG00000122735	DNAI1	
P63000	ENSG00000136238	RAC1	
Q4KMG9	ENSG00000165685	TMEM52B	
O75970	ENSG00000107186	MPDZ	
Q96NJ5	ENSG00000186231	KLHL32	
O15553	ENSG00000103313	MEFV	
Q96T54	ENSG00000124780	KCNK17	
Q9H5Z6	ENSG00000124019	FAM124B	
Q8NGJ9	ENSG00000176900	OR51T1	
Q13332	ENSG00000105426	PTPRS	
Q7Z401	ENSG00000174485	DENND4A	
Q8TF47	ENSG00000184939	ZFP90	
O14647	ENSG00000173575	CHD2	
Q93079	ENSG00000275713	HIST1H2BH	
P36382	ENSG00000265107	GJA5	
P20813	ENSG00000197408	CYP2B6	
P17947	ENSG00000066336	SPI1	
P51679	ENSG00000183813	CCR4	
Q9UK39	ENSG00000151014	NOCT	
Q9ULM6	ENSG00000113300	CNOT6	
Q5JXM2	ENSG00000053328	METTL24	
Q08397	ENSG00000129038	LOXL1	
Q13683	ENSG00000135424	ITGA7	
Q9GZT5	ENSG00000135925	WNT10A	
Q5VUB5	ENSG00000148468	FAM171A1	
Q8N9N8	ENSG00000175376	EIF1AD	
P37837	ENSG00000177156	TALDO1	
Q8TD08	ENSG00000274205; ENSG00000181085	MAPK15	
Q8TED1	ENSG00000164294	GPX8	
Q13596	ENSG00000028528	SNX1	
Q96J02	ENSG00000078747	ITCH	
Q9UKP5	ENSG00000049192	ADAMTS6	
Q96AT9	ENSG00000197713	RPE	
Q5T0F9	ENSG00000154222	CC2D1B	
Q9Y473	ENSG00000105497	ZNF175	
Q9NVK5	ENSG00000111790	FGFR1OP2	
E9PIF3	ENSG00000254852	NPIPA2	
P13725	ENSG00000099985	OSM	
Q9UQB8	ENSG00000175866	BAIAP2	
Q9H7Y0	ENSG00000147113	DIPK2B	
P58550	-	FXYD6P3	
Q15723	ENSG00000109381	ELF2	
Q8N7E2	ENSG00000175809	CBLL2	
Q8IY31	ENSG00000109083	IFT20	
Q52M93	ENSG00000245680	ZNF585B	
Q9Y2V2	ENSG00000153048	CARHSP1	
A6NK06	ENSG00000102794	ACOD1	
Q6MZP7	ENSG00000189308	LIN54	
Q5VV52	ENSG00000164011	ZNF691	
Q8IYF3	ENSG00000120498	TEX11	
Q14978	ENSG00000166197	NOLC1	
Q9Y2L9	ENSG00000136141	LRCH1	
Q7RTZ1	ENSG00000183378	OVCH2	
Q92482	ENSG00000165272	AQP3	
Q86SQ3	ENSG00000268758	ADGRE4P	
P35548	ENSG00000120149	MSX2	
Q9NZN3	ENSG00000013016	EHD3	
Q5VT97	ENSG00000097096	SYDE2	
Q8NAJ2	-	C9orf106	
Q96A37	ENSG00000158717	RNF166	
A0A1B0GTS1	ENSG00000283463	HSFX4	
P46527	ENSG00000111276	CDKN1B	
Q7Z406	ENSG00000105357	MYH14	
Q8IZA3	ENSG00000178804	H1FOO	
Q13461	ENSG00000186790	FOXE3	
Q9H0I2	ENSG00000124074	ENKD1	
Q8IUR7	ENSG00000114098	ARMC8	
Q08AG5	ENSG00000223547; ENSG00000286098	ZNF844	
Q9H201	ENSG00000049283	EPN3	
Q15020	ENSG00000075856	SART3	
O95400	ENSG00000169217	CD2BP2	
Q9H6H4	ENSG00000168476	REEP4	
Q9BWD3	ENSG00000203950	RTL8A	
Q9UP65	ENSG00000105499	PLA2G4C	
Q9NUQ7	ENSG00000109775	UFSP2	
Q147X3	ENSG00000139977	NAA30	
Q96RD3	ENSG00000205409	OR52E6	
Q9BYH1	ENSG00000100095	SEZ6L	
P09683	ENSG00000070031; ENSG00000274473	SCT	
Q5T1S8	ENSG00000184454	NCMAP	
P60369	ENSG00000212935	KRTAP10-3	
Q92769	ENSG00000196591	HDAC2	
Q9NZL9	ENSG00000038274	MAT2B	
Q8NFT8	ENSG00000187957	DNER	
P09544	ENSG00000105989	WNT2	
Q16775	ENSG00000063854	HAGH	
O15382	ENSG00000105552	BCAT2	
Q92831	ENSG00000114166	KAT2B	
P35212	ENSG00000187513	GJA4	
Q15942	ENSG00000159840; ENSG00000285443	ZYX	
Q14684	ENSG00000160208	RRP1B	
A1L3X4	-	MT1DP	
Q5VWP3	ENSG00000146147	MLIP	
Q15431	ENSG00000198765	SYCP1	
Q9P0L2	ENSG00000116141	MARK1	
Q7RTR2	ENSG00000167984	NLRC3	
Q96A56	ENSG00000164938	TP53INP1	
P61923	ENSG00000111481	COPZ1	
A4D0T7	ENSG00000214194	SMIM30	
Q86Y39	ENSG00000174886	NDUFA11	
Q5SNT2	ENSG00000188807	TMEM201	
Q8IYT1	ENSG00000162771	FAM71A	
Q17RG1	ENSG00000168676	KCTD19	
Q5T5C0	ENSG00000164506	STXBP5	
O95255	ENSG00000091262; ENSG00000275331	ABCC6	
Q9H4M3	ENSG00000132879	FBXO44	
Q96PZ7	ENSG00000183117	CSMD1	
P08254	ENSG00000149968	MMP3	
Q6RFH5	ENSG00000133316	WDR74	
Q9NP78	ENSG00000150967	ABCB9	
P35659	ENSG00000124795	DEK	
O00634	ENSG00000162068	NTN3	
Q9NUL3	ENSG00000040341	STAU2	
Q8N755	ENSG00000162976	PQLC3	
Q96PB7	ENSG00000118733	OLFM3	
Q8TF76	ENSG00000177602	HASPIN	
Q9Y266	ENSG00000090273	NUDC	
Q15615	ENSG00000141194	OR4D1	
Q7Z460	ENSG00000074054	CLASP1	
Q9Y2H9	ENSG00000105613	MAST1	
P05386	ENSG00000137818	RPLP1	
P20338	ENSG00000168118	RAB4A	
Q96GL9	ENSG00000143340	FAM163A	
O43866	ENSG00000073754	CD5L	
P17931	ENSG00000131981	LGALS3	
P19652	ENSG00000228278	ORM2	
Q8IYM1	ENSG00000140623	SEPT12	
Q9H6R7	ENSG00000163026	WDCP	
Q86TH1	ENSG00000197859	ADAMTSL2	
P07498	ENSG00000171209	CSN3	
Q9Y5Q6	ENSG00000172410	INSL5	
Q9H967	ENSG00000092470	WDR76	
Q14055	ENSG00000049089	COL9A2	
P30279	ENSG00000118971	CCND2	
P58397	ENSG00000151388; ENSG00000281690	ADAMTS12	
Q13233	ENSG00000095015	MAP3K1	
Q5T1A1	ENSG00000163354	DCST2	
A0A1B0GW35	ENSG00000250821	EXOC1L	
P55345	ENSG00000160310	PRMT2	
Q14353	ENSG00000130005	GAMT	
P25089	ENSG00000187474	FPR3	
Q9UM63	ENSG00000118495	PLAGL1	
P51159	ENSG00000069974	RAB27A	
Q8IVP9	ENSG00000152433	ZNF547	
Q86Y33	ENSG00000164287	CDC20B	
Q9NQ55	ENSG00000243207; ENSG00000130810	PPAN	
A6NKX4	ENSG00000259803	SLC22A31	
Q5U5X0	ENSG00000186687	LYRM7	
Q9HB65	ENSG00000128886	ELL3	
Q0P5P2	ENSG00000214226	C17orf67	
Q9Y3B8	ENSG00000076043	REXO2	
Q96FV0	ENSG00000141294	LRRC46	
Q86UE4	ENSG00000147649	MTDH	
Q86UD0	ENSG00000186193	SAPCD2	
Q6ZMD2	ENSG00000182557	SPNS3	
Q6QAJ8	ENSG00000187824	TMEM220	
Q9HB19	ENSG00000169499	PLEKHA2	
A2RRD8	ENSG00000204604; ENSG00000182986	ZNF320	
O95210	ENSG00000118804	STBD1	
P09326	ENSG00000117091	CD48	
O95750	ENSG00000162344	FGF19	
O15083	ENSG00000187672	ERC2	
A0A075B6W5	-	TRAV23DV6	
P0C7T4	ENSG00000221887	HMSD	
Q3MIN7	ENSG00000205517	RGL3	
Q8TF71	ENSG00000112394	SLC16A10	
P35789	ENSG00000184635	ZNF93	
Q8IUX4	ENSG00000128394	APOBEC3F	
Q9Y6N3	ENSG00000153923	CLCA3P	
Q9NZJ5	ENSG00000172071	EIF2AK3	
Q7Z692	ENSG00000186567	CEACAM19	
Q6UWI2	ENSG00000169116	PARM1	
A6NGY3	ENSG00000187658	C5orf52	
Q15878	ENSG00000198216	CACNA1E	
Q6UX71	ENSG00000120594	PLXDC2	
Q6IEY1	ENSG00000230178; ENSG00000284733; ENSG00000284662	OR4F3; OR4F29; OR4F16	
Q96GQ7	ENSG00000124228	DDX27	
Q7Z5S9	ENSG00000164124	TMEM144	
Q9BRP0	ENSG00000125850	OVOL2	
Q5T6M2	ENSG00000229214	LINC00242	
Q5VXU3	ENSG00000204116	CHIC1	
Q8N565	ENSG00000118242	MREG	
P05496	ENSG00000159199	ATP5MC1	
Q86X02	ENSG00000109089	CDR2L	
Q6ZUK4	ENSG00000196932	TMEM26	
P15336	ENSG00000115966	ATF2	
Q9NYB0	ENSG00000166848	TERF2IP	
Q9H3Z4	ENSG00000101152	DNAJC5	
Q8N612	ENSG00000051009	FAM160A2	
Q86T90	ENSG00000150477	KIAA1328	
P46439	ENSG00000134201	GSTM5	
Q7Z6M4	ENSG00000122085	MTERF4	
Q9NZC2	ENSG00000095970	TREM2	
O15069	ENSG00000136274	NACAD	
Q5TBE3	ENSG00000187753	C9orf153	
Q15291	ENSG00000117222	RBBP5	
Q99755	ENSG00000143398	PIP5K1A	
Q76KP1	ENSG00000182272	B4GALNT4	
Q9NX78	ENSG00000070269	TMEM260	
P07099	ENSG00000143819	EPHX1	
Q6PIU2	ENSG00000144959	NCEH1	
P0DJI8	ENSG00000173432	SAA1	
O75690	ENSG00000241233	KRTAP5-8	
Q701N4	ENSG00000278489; ENSG00000281533; ENSG00000205867	KRTAP5-2	
P49802	ENSG00000182901	RGS7	
Q687X5	ENSG00000127954	STEAP4	
P40425	ENSG00000236353; ENSG00000232005; ENSG00000224952; ENSG00000204304; ENSG00000206315; ENSG00000225987; ENSG00000237344	PBX2	
P52272	ENSG00000099783	HNRNPM	
P61165	ENSG00000134825	TMEM258	
Q9Y5E4	ENSG00000113209	PCDHB5	
Q9P1Y5	ENSG00000076826	CAMSAP3	
Q8N7R7	ENSG00000163249	CCNYL1	
Q6UXB4	ENSG00000182566	CLEC4G	
O75897	ENSG00000198075	SULT1C4	
O75182	ENSG00000127511	SIN3B	
P10082	ENSG00000131096	PYY	
Q9BY78	ENSG00000173456	RNF26	
